"Time of Day","Process Name","PID","Operation","Path","Result","Detail"
"9:01:41.7713543 PM","powershell.exe","4500","RegSetValue","HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion\Reliability\TimeStampInterval","SUCCESS","Type: REG_DWORD, Length: 4, Data: 1"
"9:01:41.7713742 PM","powershell.exe","4500","RegQueryValue","HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion\Reliability\TimeStampInterval","BUFFER OVERFLOW","Length: 12"
"9:01:41.7713814 PM","powershell.exe","4500","RegQueryValue","HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion\Reliability\TimeStampInterval","SUCCESS","Type: REG_DWORD, Length: 4, Data: 1"
"9:01:41.7713891 PM","powershell.exe","4500","RegQueryValue","HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion\Reliability\TimeStampInterval","BUFFER OVERFLOW","Length: 12"
"9:01:41.7714344 PM","powershell.exe","4500","RegOpenKey","HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion\Reliability","SUCCESS","Desired Access: Read"
"9:01:41.7714510 PM","powershell.exe","4500","RegCloseKey","HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion\Reliability","SUCCESS",""
"9:01:41.7715041 PM","powershell.exe","4500","RegOpenKey","HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion\Reliability","SUCCESS","Desired Access: Read"
"9:01:41.7715151 PM","powershell.exe","4500","RegCloseKey","HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion\Reliability","SUCCESS",""
"9:01:41.7715341 PM","powershell.exe","4500","RegOpenKey","HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion\Reliability","SUCCESS","Desired Access: Read"
"9:01:41.7716715 PM","powershell.exe","4500","RegCloseKey","HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion\Reliability","SUCCESS",""
"9:01:41.7717554 PM","powershell.exe","4500","RegCloseKey","HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion\Reliability","SUCCESS",""
"9:01:42.2634014 PM","svchost.exe","1392","RegCloseKey","HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion\Reliability\PBR","SUCCESS",""
"9:01:42.7766476 PM","svchost.exe","1928","RegOpenKey","HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion\Reliability\PBR","SUCCESS","Desired Access: Read"
"9:01:42.7767020 PM","svchost.exe","1928","RegQueryValue","HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion\Reliability\PBR\LastSuccessfulRefreshTime","SUCCESS","Type: REG_QWORD, Length: 8, Data: "
